"_id",asin,cleaned_review_text,helpful.0,helpful.1,human_labelled,keywords,labelled,load_to_db,neg_doc,overall,rationales,rationals.0,rationals.1,rationals.2,rationals.3,rationals.4,rationals.5,rationals.6,rationals.7,reviewText
5a1e177778b95010ea1895db,B00004Y2UT,"Monster makes a wide array of cables including some that are very high end I initially purchased a pair ofMonster Rock Instrument Cable Feet Angled to Straight Inch plugto use with my keyboards but when it came time to purchase cables for my bass and guitar I thought Id pinch a few pennies I am so glad I did I compared this cable model to the more expensive models I previously purchased and aside from looks could not detect any difference in sound I Swapped back and forth between my guitars and keyboards ensuring that each model was used on each instrument still no difference What the more expensive model has going for it is looks I am not sure it the higher priced model is even more sturdy because the molded stress relief ends on this model seem to make it more reliable than its pricier sibling Bottom line carefully compare both cables using your own instrument and amp if possible before making a purchase decision You may find as I did that higher price does not necessarily equal higher value even from the same manufacturer ",6,6,false,,true,true,,5.0,,reliable,higher,,,,,,,"Monster makes a wide array of cables, including some that are very high end. I initially purchased a pair ofMonster Rock Instrument Cable - 21 Feet - Angled to Straight 1/4-Inch plugto use with my keyboards, but when it came time to purchase cables for my bass and guitar I thought I'd pinch a few pennies.  I am so glad I did.I compared this cable model to the more expensive models I previously purchased and, aside from looks, could not detect any difference in sound. I Swapped back and forth between my guitars and keyboards, ensuring that each model was used on each instrument - still no difference.What the more expensive model has going for it is looks. I am not sure it (the higher priced model) is even more sturdy because the molded stress relief ends on this model seem to make it more reliable than its pricier sibling.Bottom line: carefully compare both cables using your own instrument and amp - if possible - before making a purchase decision. You may find, as I did, that higher price does not necessarily equal higher value, even from the same manufacturer."
5a1e177778b95010ea1895dc,B00005ML71,I love it I used this for my Yamaha ypt and it works great I would recommend it to anyone,0,0,false,,true,true,,5.0,,love,works,great,recommend,,,,,"I love it, I used this for my Yamaha ypt-230 and it works great, I would recommend it to anyone"
5a1e177778b95010ea1895dd,B00005ML71,"I bought this to use in my home studio to control my midi keyboard It does just what I wanted it to do ",0,0,false,,true,true,,5.0,,bought,does,wanted,,,,,,I bought this to use in my home studio to control my midi keyboard. It does just what I wanted it to do.
5a1e177778b95010ea1895de,B000068NSX,wanted it just on looks alone It is a nice looking cord I know it will perform as for Sam Ash this cord was packed in a mailer inside another box with my Roc n Soc his shipping team do great work never any complaints from me I love Sam Ash thanks Amazon,0,0,false,,true,true,,5.0,,looks,perform,great,work,thanks,,,,wanted it just on looks alone...It is a nice looking cord... I know it will perform...as for Sam Ash ...this cord was packed in a mailer inside another box with my Roc n Soc... his shipping team do great work..never any complaints from me... I love Sam Ash.. thanks Amazon
5a1e177778b95010ea1895df,B000068NSX,Ive been using these cables for more than months and they are holding up pretty well For years I used seemingly indestructable guitar cables that were made for me by an electrician friend When they finally gave out I got in the habit of using the noname cables that are always on display near the register at Guitar Center really more of an impulse buy than something I put any thought into After the third or fourth Guitar Center cable failed from light use I decided to try these cables Not only are they cheaper but they seem to be holding up better I am not terribly hard on my gear but my cables tend to get twisted as I move around and the cheaper ones eventually fail midcable I dont mind spending a few extra dollars if the cable is a little more durable This cable is actually cheaper or so shipped and its holding up pretty well These are actually very reasonably priced for cables There is some kind of limited life warantee on this product but I havent needed it Five stars for a nicely made foot guitar cable that costs shippedIncidentally these cables are shielded and are meant to connect your instrument to your amps input Do not use these to connect an amplifier to a speaker cab You want to use unshielded cables for that purpose Edit More than months has passed and this cable is functioning without any issues The price on these things has gone up significantly and although the cable is highly recommended there are probably better values from Hosa Monster or Planet Waves,3,3,false,,true,true,,5.0,,pretty,significantly,highly,recommended,better,,,,"I've been using these cables for more than 4 months and they are holding up pretty well.  For years I used seemingly indestructable guitar cables that were made for me by an electrician friend.  When they finally gave out, I got in the habit of using the no-name cables that are always on display near the register at Guitar Center- really more of an impulse buy than something I put any thought into.  After the third or fourth Guitar Center cable failed from light use I decided to try these cables.  Not only are they cheaper but they seem to be holding up better.  I am not terribly hard on my gear but my cables tend to get twisted as I move around and the cheaper ones  eventually fail mid-cable.  I don't mind spending a few extra dollars if the cable is a little more durable.  This cable is actually cheaper- $12 or so shipped- and it's holding up pretty well.  These are actually very reasonably priced for 18' cables.  There is some kind of limited life warantee on this product but I haven't needed it.  Five stars for a nicely made 18 foot guitar cable that costs $12 shipped!Incidentally- these cables are shielded and are meant to connect your instrument to your amp's input.  Do not use these to connect an amplifier to a speaker cab.  You want to use unshielded cables for that purpose.Edit-  More than 6 months has passed and this cable is functioning without any issues.  The price on these things has gone up significantly and although the cable is highly recommended, there are probably better values from Hosa, Monster or Planet Waves-"
5a1e177878b95010ea1895e0,B000068NSX,"Fender cords look great and work just as well By adding the word California to the description Im sure to sound like the Beach Boys ",0,0,false,,true,true,,5.0,,great,well,like,,,,,,Fender cords look great and work just as well. By adding the word California to the description I'm sure to sound like the Beach Boys...
5a1e177878b95010ea1895e1,B000068NSX,"The Fender Feet California Clear Instrument Cable Lake Placid Blue is a very good extra cord for a good price ",0,0,false,,true,true,,5.0,,Placid,good,good,,,,,,The Fender 18 Feet California Clear Instrument Cable - Lake Placid Blue  is a very good extra cord for a good price.
5a1e177878b95010ea1895e2,B000068NTU,"Got this cable to run a rockband keyboard controller to my Maudio profire to control midi in Pro Tools Works great Firm fit solidly molded ends reputable branded cable a bit on the thin side but i havent seen to have any issue due to this or anything Couldnt go wrong for at the time of my purchase and prime eligibility ",0,0,false,,true,true,,5.0,,great,solidly,prime,,,,,,"Got this cable to run a rockband keyboard controller to my M-audio profire 2626 to control midi in Pro Tools. Works great! Firm fit, solidly molded ends, reputable branded cable.(a bit on the thin side, but i haven't seen to have any issue due to this or anything. Couldn't go wrong for $5 at the time of my purchase and prime eligibility."
5a1e177878b95010ea1895e3,B000068NTU,"When I was searching for MIDI cables for my ART X foot controller I came across these Hosa ones and they were dollars each As they are now I realize I would still be happy with that price as well as they are high quality plastic and metal connectors and work flawlessly You must realize that they are only feet as I overestimated it and now wish they were longer For any connection from racked sound modules this will be perfect ",0,0,false,,true,true,,5.0,,happy,high,quality,flawlessly,sound,perfect,,,"When I was searching for MIDI cables for my ART X-15 foot controller, I came across these Hosa ones, and they were $2 dollars each! As they are now $6, I realize I would still be happy with that price as well, as they are high quality plastic and metal connectors, and work flawlessly. You must realize that they are only 5 feet, as I overestimated it and now wish they were longer. For any connection from racked sound modules, this will be perfect."
5a1e177878b95010ea1895e4,B000068NTU,"The ends of the midi cable look and feel like quality Connection is secure no worries about uneven connections it also detaches without a hitch Highly recommended ",0,0,false,,true,true,,5.0,,quality,Highly,recommended,,,,,,"The ends of the midi cable look and feel like quality. Connection is secure, no worries about uneven connections, it also detaches without a hitch. Highly recommended."
5a1e177878b95010ea1895e5,B000068NTU,Just trying to find a midi to midi was a task and you have to make sure the pin config is correct This one is a good product and works just fine,0,0,false,,true,true,,5.0,,correct,good,works,fine,,,,,"Just trying to find a midi to midi was a task, and you have to make sure the pin config is correct.  This one is a good product and works just fine"
5a1e177878b95010ea1895e6,B000068NVI,"I bought these to go from my board to the amp We use them for a mobile church so they take a beating They are still going strong ",0,0,false,,true,true,,5.0,,strong,,,,,,,,I bought these to go from my board to the amp. We use them for a mobile church so they take a beating. They are still going strong.
5a1e177878b95010ea1895e7,B000068NVI,"Sturdy cord and plugs inexpensive good value I dont require professionallevel equipment so this cord serves my purposes well Satisfied with purchase ",0,0,false,,true,true,,5.0,,Sturdy,good,value,well,Satisfied,,,,"Sturdy cord and plugs, inexpensive, good value. I don't require professional-level equipment, so this cord serves my purposes well. Satisfied with purchase."
5a1e177878b95010ea1895e8,B000068NVI,"Use it every week at gigs Solid no problems with the solder joints A good quality cable at a very good price ",0,0,false,,true,true,,5.0,,good,quality,very,good,,,,,"Use it every week at gigs.  Solid, no problems with the solder joints.  A good quality cable at a very good price."
5a1e235678b95010ea189cc8,B0002CZUUG,Good overall but pick ups are terrible Might be better replacing the pickups but I wasnt willing to spend the extra money,1,2,false,,true,true,true,3.0,,terrible,replacing,wasnt,,,,,,Good overall but pick ups are terrible - Might be better replacing the pickups but I wasn't willing to spend the extra money
5a1e235678b95010ea189cc9,B0002CZUUG,"I got this pretty fast I took it out of the box and wanted nothing more than to give it stars just for value alone Im still shaking my head in disbelief that I got this guitar for the price First the tuner issues that Ive been reading about Replace the strings I stretched and stretched these things and they would not stay in tune A set of DAddario s cured that straight away or whatever you prefer just change them The tuners arent the best but they are not to blame its the cheap strings Now technically if you only play open chords this was playable out of the box The neck angle was so off the A string rattled no matter how high I set the bridge The guitar would not intonate due to the ridiculous angle Yes I could have sent it back but I suspect I would have gotten another just like it I had to spend about hours shimming the neck AND the nut Never had to do this to the nut on an electric not even on a used guitar The nut slot was cut too deep as well as working on leveling nearly every fret to make it playable It required business cards to shim the neck which is the most Ive ever had to use After I got that straight I removed a bit of paint from the neck and set it with wood glue in the pocket and on all the screws In my opinion this helps a great deal with these and all bolt ons for that matter If I bought this used none of this would have been a big deal But as Im looking at this horrid neck angle and doing all this work Im steadily staring at the QC passed sticker Must have been built on a Friday afternoon or something NOWafter I did this it is sweet I play through a Peavey Valveking and it rocks as good as my Strat w Duncans and Dimarzios The quality of the electronics is not sub par at all After adjusting the pickups screws to match the string height and getting all the horrible wax off them Id argue that this is as good as any Epi Ive ever played as far as pups and all so dont hesitate there because I dont really care for Epis and Im in love with it I bought this to sell mainly but now The build quality hmm if you can do guitar work go for it Otherwise Id highly recommend a more expensive model The models are great right out of the box usually ",0,0,false,,true,true,true,3.0,,disbelief,Replace,arent,not,back,horrid,horrible,expensive,"I got this pretty fast. I took it out of the box and wanted nothing more than to give it 5 stars just for value alone. I'm still shaking my head in disbelief that I got this guitar for the price. First, the 'tuner' issues that I've been reading about. Replace the strings! I stretched and stretched these things and they would not stay in tune. A set of D'Addario 10's cured that straight away (or whatever you prefer just change them). The tuners aren't the best but they are not to blame, it's the cheap strings. Now, technically if you only play open chords this was playable out of the box. The neck angle was so off the A string rattled no matter how high I set the bridge. The guitar would not intonate due to the ridiculous angle. Yes I could have sent it back but I suspect I would have gotten another just like it. I had to spend about 6 hours shimming the neck AND the nut (Never had to do this to the nut on an electric, not even on a used guitar. The nut slot was cut too deep), as well as working on leveling nearly every fret to make it playable. It required 3 business cards to shim the neck which is the most I've ever had to use. After I got that straight I removed a bit of paint from the neck and set it with wood glue in the pocket and on all the screws. In my opinion this helps a great deal with these and all bolt ons for that matter.If I bought this used none of this would have been a big deal. But as I'm looking at this horrid neck angle and doing all this work I'm steadily staring at the 'QC passed' sticker. Must have been built on a Friday afternoon or something.--- NOW--after I did this it is sweet!!. I play through a Peavey Valveking 100 and it rocks as good as my Strat w/  Duncans and Dimarzios. The quality of the electronics is not sub par at all. After adjusting the pickups screws to match the string height and getting all the horrible wax off them,  I'd argue that this is as good as any Epi I've ever played as far as pups and all, so don't hesitate there because I don't really care for Epis and I'm in love with it. (I bought this to sell mainly, but now????)  The build quality; hmm, if you can do guitar work go for it. Otherwise I'd highly recommend a more expensive model. The $299 models are great right out of the box usually."
5a1e235678b95010ea189ccd,B0002CZV46,"I love this cable It is perfect for making guitar changes without noise The cable itself does not seem quite as good quality as my other Planet Waves cables but it is still better than most others The switch is easy to use ",0,0,false,,true,true,true,4.0,,does,not,quality,,,,,,I love this cable. It is perfect for making guitar changes without noise. The cable itself does not seem quite as good quality as my other Planet Waves cables but it is still better than most others. The switch is easy to use.
5a1e235678b95010ea189cce,B0002CZV46,"Update The right angle switched end started developing crackling issues and is now intermittently cutting out Ive had it just over a month so Amazon wont help me Despite the lifetime warranty Amazon has only offered to let me pay shipping and to give me a partial refund Despite being an authorized retailer for Planet Waves AMAZON DOES NOT OFFER EXCHANGE UNDER THE PLANET WAVES WARRANTY beyond the standard Amazon day return policy Amazon support referred me to the manufacturer Ive emailed Planet Waves but the instructions for the warranty are to return it to a dealer for exchange I dont have a dealer within miles of my home so unless the manufacturer comes through this one is quickly becoming unusable and it looks like it might cost me to resolve it I frequently switch instruments and this makes it easy to do quietly Ive used cables with the GH quiet plug which also works well but the switched connector on this has an advantage over the GH you can use it as a mute and tune with a head stock tuner without unplugging your instrument The cable itself is a bit stiffer than Im used to which makes coiling for storage very easy but it can quickly become a twisted mess on stage if you more length than you really need The little elastic cord keeper strap works better than I could ever have imagined Ive never given the sound of a cable a thought being a bass player who doesnt use much for effects and who plays mostly passive instruments But using this with my Genz Benz Shuttlemax and fEARful cab I really notice a pronounced difference in clarity and dynamics The sound is much more alive with this over any of the other cables I have from a variety of manufacturers Hosa Proco Whirlwind etc Ive never had to warranty exchange a PW cable but others tout the easy swap at any PW dealer as a great reason to buy them I like knowing that EDIT AS STATED ABOVE YOU WILL NOT BE ABLE TO EXCHANGE IT THROUGH AMAZON BEYOND DAYS ",0,0,false,,true,true,true,3.0,,NOT,unusable,mess,doesnt,WILL,NOT,EXCHANGE,,"Update: The right angle switched end started developing crackling issues and is now intermittently cutting out. I've had it just over a month, so Amazon won't help me. Despite the lifetime warranty, Amazon has only offered to let me pay shipping and to give me a partial refund. Despite being an ""authorized retailer"" for Planet Waves, AMAZON DOES NOT OFFER EXCHANGE UNDER THE PLANET WAVES WARRANTY beyond the standard Amazon 30 day return policy. Amazon support referred me to the manufacturer. I've emailed Planet Waves, but the instructions for the warranty are to return it to a dealer for exchange. I don't have a dealer within 100 miles of my home, so unless the manufacturer comes through, this one is quickly becoming unusable and it looks like it might cost me to resolve it.I frequently switch instruments and this makes it easy to do quietly. I've used cables with the G&H; quiet plug (which also works well), but the switched connector on this has an advantage over the G&H-; you can use it as a mute and tune with a head stock tuner without unplugging your instrument. The cable itself is a bit stiffer than I'm used to, which makes coiling for storage very easy, but it can quickly become a twisted mess on stage if you more length than you really need. The little elastic cord keeper strap works better than I could ever have imagined. I've never given the sound of a cable a thought, being a bass player who doesn't use much for effects and who plays mostly passive instruments. But using this with my Genz Benz Shuttlemax 9.2 and fEARful 15/6/1 cab, I really notice a pronounced difference in clarity and dynamics. The sound is much more alive with this over any of the other cables I have from a variety of manufacturers (Hosa, Proco, Whirlwind, etc). I've never had to warranty exchange a PW cable, but others tout the easy swap at any PW dealer as a great reason to buy them. I like knowing that. ** EDIT: AS STATED ABOVE, YOU WILL NOT BE ABLE TO EXCHANGE IT THROUGH AMAZON BEYOND 30 DAYS **"
5a1e235678b95010ea189ccf,B0002CZV46,"A long time Planet Waves user I trusted that the circuit breaker cable would be up to their usual high standards IMHO it is not The plugs are great but do not seem to have good cable grip I like their old cables that had a long cable protector extending from the plug allowing the cable to flow gracefully from the guitar and into the amp at the other end The actual cable is horrible it is a hard plastic outer shell and does not lie or flex well like a good cable should e g like my old Planet Waves cables do They claim that the shielding is excellent but I find it to be mediocre Very disappointing purchase ",0,0,false,,true,true,true,3.0,,old,horrible,claim,disappointing,,,,,A long time Planet Waves user I trusted that the circuit breaker cable would be up to their usual high standards... IMHO it is not.The plugs are great but do not seem to have good cable grip. I like their old cables that had a long cable protector extending from the plug allowing the cable to flow gracefully from the guitar (and into the amp at the other end). The actual cable is horrible.... it is a hard plastic outer shell and does not lie or flex well like a good cable should (e.g. like my old Planet Waves cables do). They claim that the shielding is excellent but I find it to be mediocre. Very disappointing purchase.
5a1e235678b95010ea189cd0,B0002CZV7I,"I like the product a lot For me the only problem is the time of the sustainer effect It is not so long as I thought I though it would be like the pianos sustainer But its a good pedal effect My guitar get a good sound with the attack effect Thank you ",0,0,false,,true,true,true,4.0,,problem,attack,effect,,,,,,"I like the product a lot. For me, the only problem is the time of the ""sustainer effect"".It is not so long as I thought. I though it would be like the piano's sustainer. But it's a good pedal effect. My guitar get a good sound with the ""attack effect"". Thank you."
5a1e235678b95010ea189cd2,B0002CZV7I,"The Boss CS is right for me I have been using it with excellent results I have many compressors Line MXR Behringer Digitech and although I alternate their use the Boss stands out on many rig configurations it can feel a little bit overcompressed sometimes but in general a very good product I highly recommended it as your main compressor if you dont like it probably you dont know how to configure it good luck ",1,2,false,,true,true,true,4.0,,overcompressed,dont,,,,,,,"The Boss CS3 is right for me, I have been using it with excellent results, I have many compressors, Line6, MXR, Behringer, Digitech, and although I alternate their use the Boss stands out on many rig configurations, it can feel a little bit overcompressed sometimes but in general a very good product, I highly recommended it as your main compressor, if you dont like it probably you dont know how to configure it, good luck."
5a1e235678b95010ea189cd3,B0002CZV7I,"It really pains me to give anything but a star review to a BOSS product since Im such a big fan of their product line and build quality overall Those compliments apply equally to the CS Compression Sustainer And it does do the job reasonably well without me having to worry about putting a lessreliable brand in my signal chain However there are some minor issues with this pedal that you need to know The two most common complaints that I see are that it adds noise to your amp and that it changes the tone a bit The former complaint is probably true though if youre enough of a hobbyist to use a Compression Sustainer youre probably already contemplated using a noise gatesuppressor such as the BOSS NS Problem solved As for the latter complaint changes tone thats also true but its not necessarily a bad thing if you LIKE the tone that results The whole point of the CS is that its supposed to cut out the extremes of your tone and sustain it This can result in a muddy neutered tone though you can play with the TONE and other settings to help it I also find that with the settings all at OClock the output is too quiet compared to other pedals at default settings Really while BOSS pedals are considered to be expensive compared to many of the other effects out there the CS should really be viewed as a budget or entry level compressor when you consider that most of the quality compressors are either in rack units or something like a Keeley Compressor costing north of The best thing you can say about the BOSS even compared to the similarlypriced MXR options is that the CS gives you a great deal of control over your compression for a reasonable price The biggest negative of the pedal in my opinion is that the resulting sound might seem a little too compressed But there are a lot of things you could do with a CS and it works best paired with other pedals chorus delay some distortions that youre trying to smooth out Ultimately its a pedal that could have been better though there arent too many significantly better alternatives until you get north of anyway ",3,5,false,,true,true,true,4.0,,pains,worry,issues,complaint,negative,distortions,alternatives,,"It really pains me to give anything but a 5-star review to a BOSS product, since I'm such a big fan of their product line and build quality overall.  Those compliments apply equally to the CS-3 Compression Sustainer.  And it does do the job reasonably well without me having to worry about putting a less-reliable brand in my signal chain.However, there are some minor issues with this pedal that you need to know.  The two most common complaints that I see are that it adds ""noise"" to your amp and that it changes the tone a bit.  The former complaint is probably true, though if you're enough of a hobbyist to use a Compression Sustainer, you're probably already contemplated using a noise gate/suppressor, such as the BOSS NS-2.  Problem solved.As for the latter complaint (changes tone), that's also true, but it's not necessarily a bad thing if you LIKE the tone that results.  The whole point of the CS-3 is that it's supposed to cut out the extremes of your tone and sustain it.  This can result in a muddy, ""neutered"" tone, though you can play with the TONE and other settings to help it.  I also find that with the settings all at 12 O'Clock, the output is too quiet compared to other pedals at default settings.Really, while BOSS pedals are considered to be ""expensive"" compared to many of the other effects out there, the CS-3 should really be viewed as a ""budget"" or ""entry level"" compressor, when you consider that most of the quality compressors are either in rack units or something like a Keeley Compressor costing north of $200.  The best thing you can say about the BOSS (even compared to the similarly-priced MXR options) is that the CS-3 gives you a great deal of control over your compression for a reasonable price.  The biggest negative of the pedal, in my opinion, is that the resulting sound might seem a little too...compressed.But there are a lot of things you could do with a CS-3, and it works best paired with other pedals (chorus, delay, some distortions) that you're trying to smooth out.  Ultimately, it's a pedal that could have been better, though there aren't too many significantly better alternatives until you get north of $100 anyway."
5a1e235678b95010ea189cd4,B0002CZV82,"Think of this as an artists tool And for every job there is the right tool Is this the best distortion pedal That really depends on what sound you are trying to get and what other geartechnique you are using with it If you are using bad gear or poor technique it will not perform miracles It will not make your watt solid state Ibanez Soundblaster amp sound like a raging Orange Rockerverb and it will not make single coils sound like EMG s But arguing over what pedal is best is like two painters arguing over what color is best used to paint a sunrise This pedal is good for a tight kind of distortion but not so heavy that you can do modern metal if running into a clean amp if that makes any sense It it doesnt make sense there are ample Youtube reviews you can check out before pulling the trigger It has been used by professional players like Steve Vai Joe Satriani and Kurt Cobain It is a professional pedal used by professional musicians Its built like a brick and durable as all getout I found mine used for but the new asking price is fair I would like to see Boss start using true bypass instead of the buffered bypass they use but admittedly I dont detect any tonesuck with it Ive run mine into a tube amp on the verge of breakup and it can really get things cooking It also takes an overdrive or sustainer pretty well to bump the gain and get some singing leads With the exception of modeler type pedals from companies like Tech I do not think that any dirtboxes this included perform optimally when run into a solid state amp So if you are not happy with the way it is distorting your Marshall MG the problem is in your amp ",0,1,false,,true,true,true,4.0,,arguing,distortion,heavy,tonesuck,breakup,dirtboxes,,,"Think of this as an artist's tool.  And for every job there is the 'right' tool.  Is this the best distortion pedal?  That really depends on what sound you are trying to get and what other gear/technique you are using with it.  If you are using bad gear or poor technique it will not perform miracles.  It will not make your 15 watt solid state Ibanez Soundblaster amp sound like a raging Orange Rockerverb and it will not make single coils sound like EMG 81/85s.  But arguing over what pedal is 'best' is like two painters arguing over what color is best used to paint a sunrise.  This pedal is good for a tight kind of distortion- but not so heavy that you can do modern metal if running into a clean amp - if that makes any sense. It it doesn't make sense, there are ample Youtube reviews you can check out before pulling the trigger.  It has been used by professional players like Steve Vai, Joe Satriani, and Kurt Cobain. It is a professional pedal used by professional musicians.  It's built like a brick and durable as all get-out.  I found mine used for $20, but the new asking price is fair. I would like to see Boss start using true bypass instead of the buffered bypass they use, but admittedly I don't detect any tonesuck with it.  I've run mine into a tube amp on the verge of breakup and it can really get things cooking.  It also takes an overdrive or sustainer pretty well to bump the gain and get some singing leads.  With the exception of 'modeler' type pedals from companies like Tech 21, I do not think that any dirtboxes- this included- perform optimally when run into a solid state amp.  So if you are not happy with the way it is distorting your Marshall MG, the problem is in your amp."
5a1e235678b95010ea189cd5,B0002CZV82,This is a cheap piece of junk that does what it says it distorts You want something to make your guitar sound like junk this will do it Why pedals that make your guitar sound like a piece of junk are the most popular is beyond me This is not a boutique Distortion pedal like Hendrix would use Boutique and distortion are an oxymoron These things are built with heavy metal it should last I kinda hope it doesntjust kidding you want distortion you got distortion,2,30,false,,true,true,true,1.0,,junk,distorts,Distortion,oxymoron,,,,,"This is a cheap piece of junk that does what it says, it distorts, You want something to make your guitar sound like junk, this will do it. Why pedals that make your guitar sound like a piece of junk are the most popular is beyond me. This is not a boutique Distortion pedal like Hendrix would use. Boutique and distortion are an oxymoron.These things are built with heavy metal, it should last, I kinda hope it doesn't(just kidding), you want distortion, you got distortion"
5a1e235678b95010ea189cd6,B0002CZV82,"This is a distortion pedal It will give your amp a boost for solos and turn a clean amp into a dirty girl Its pretty harsh in tone kind of a white noise distortion The DS DOES NOT warm up the tone in your amp You can dial the tone in but its a pretty harsh sounding That said the DS does exactly what I wanted it to My amp gives me a nice warm crunch classic rock style The DS gives me the s metal and punk rock sound I wanted and it does so flawlessly It took me about minutes of tinkering to get a nice transition from my amp to a matching tone on the DS Its BOSS so it will last forever Th only drawback is that its an item that is currently cheaper elsewhere Usually Amazon catches up with that sort of thing but word to the wise dont pay more than new for this thing ",0,0,false,,true,true,true,4.0,,dirty,harsh,,,,,,,"This is a distortion pedal. It will give your amp a boost for solos and turn a clean amp into a dirty girl. It's pretty harsh in tone - kind of a white noise distortion. The DS-1 DOES NOT warm up the tone in your amp. You can dial the tone in, but it's a pretty harsh sounding.That said - the DS-1 does exactly what I wanted it to. My amp gives me a nice warm crunch, classic rock style. The DS-1 gives me the 80's metal and punk rock sound I wanted, and it does so flawlessly.It took me about 5 minutes of tinkering to get a nice transition from my amp to a matching tone on the DS-1. It's BOSS, so it will last forever.Th only drawback is that it's an item that is currently cheaper elsewhere. Usually Amazon catches up with that sort of thing, but word to the wise, don't pay more than $40 new for this thing."
